,prices,hour,day,week,month,weekend,lstm
3292,10.08,4,4,19,4,0,1
3293,16.68,5,4,19,4,0,1
3294,19.07,6,4,19,4,0,1
3295,26.02,7,4,19,4,0,0
3296,30.1,8,4,19,4,0,-1
3297,34.06,9,4,19,4,0,-1
3298,35.01,10,4,19,4,0,-1
3299,36.04,11,4,19,4,0,-1
3300,37.07,12,4,19,4,0,-1
3301,33.97,13,4,19,4,0,0
3302,29.8,14,4,19,4,0,0
3303,28.09,15,4,19,4,0,0
3304,28.0,16,4,19,4,0,0
3305,28.02,17,4,19,4,0,0
3306,28.08,18,4,19,4,0,0
3307,29.04,19,4,19,4,0,0
3308,27.1,20,4,19,4,0,0
3309,27.16,21,4,19,4,0,0
3310,34.9,22,4,19,4,0,0
3311,32.9,23,4,19,4,0,0
3312,23.96,0,5,19,4,1,0
3313,20.07,1,5,19,4,1,0
3314,19.01,2,5,19,4,1,1
3315,16.02,3,5,19,4,1,1
3316,13.05,4,5,19,4,1,1
3317,14.08,5,5,19,4,1,1
3318,15.05,6,5,19,4,1,1
3319,21.25,7,5,19,4,1,0
3320,24.51,8,5,19,4,1,0
3321,28.93,9,5,19,4,1,0
3322,29.0,10,5,19,4,1,-1
3323,34.72,11,5,19,4,1,-1
3324,34.71,12,5,19,4,1,-1
3325,29.91,13,5,19,4,1,0
3326,27.88,14,5,19,4,1,0
3327,26.55,15,5,19,4,1,0
3328,24.75,16,5,19,4,1,0
3329,26.56,17,5,19,4,1,0
3330,26.18,18,5,19,4,1,0
3331,25.02,19,5,19,4,1,0
3332,24.75,20,5,19,4,1,0
3333,24.05,21,5,19,4,1,0
3334,40.33,22,5,19,4,1,0
3335,34.55,23,5,19,4,1,0
3336,18.18,0,6,19,4,1,0
3337,15.08,1,6,19,4,1,1
3338,14.02,2,6,19,4,1,1
3339,13.02,3,6,19,4,1,1
3340,12.03,4,6,19,4,1,1
3341,11.08,5,6,19,4,1,1
3342,8.18,6,6,19,4,1,1
3343,12.1,7,6,19,4,1,0
3344,15.07,8,6,19,4,1,0
3345,22.28,9,6,19,4,1,0
3346,24.54,10,6,19,4,1,0
3347,28.92,11,6,19,4,1,0
3348,28.92,12,6,19,4,1,0
3349,24.0,13,6,19,4,1,0
3350,23.0,14,6,19,4,1,0
3351,21.64,15,6,19,4,1,0
3352,21.04,16,6,19,4,1,0
3353,24.99,17,6,19,4,1,0
3354,25.0,18,6,19,4,1,0
3355,27.24,19,6,19,4,1,0
3356,30.49,20,6,19,4,1,-1
3357,30.59,21,6,19,4,1,-1
3358,44.96,22,6,19,4,1,-1
3359,25.0,23,6,19,4,1,-1
3360,15.05,0,0,20,4,0,0
3361,12.07,1,0,20,4,0,1
3362,12.05,2,0,20,4,0,1
3363,8.1,3,0,20,4,0,1
3364,8.18,4,0,20,4,0,1
3365,15.92,5,0,20,4,0,1
3366,25.0,6,0,20,4,0,1
3367,43.9,7,0,20,4,0,0
3368,51.0,8,0,20,4,0,-1
3369,57.75,9,0,20,4,0,-1
3370,80.0,10,0,20,4,0,-1
3371,107.0,11,0,20,4,0,-1
3372,88.02,12,0,20,4,0,0
3373,177.0,13,0,20,4,0,1
3374,70.0,14,0,20,4,0,1
3375,64.5,15,0,20,4,0,1
3376,51.5,16,0,20,4,0,0
3377,49.3,17,0,20,4,0,0
3378,45.9,18,0,20,4,0,0
3379,41.91,19,0,20,4,0,0
3380,44.0,20,0,20,4,0,0
3381,41.94,21,0,20,4,0,0
3382,41.08,22,0,20,4,0,0
3383,42.62,23,0,20,4,0,0
3384,29.1,0,1,20,4,0,0
3385,23.17,1,1,20,4,0,0
3386,20.88,2,1,20,4,0,0
3387,17.88,3,1,20,4,0,-1
3388,11.06,4,1,20,4,0,-1
3389,22.1,5,1,20,4,0,-1
3390,27.51,6,1,20,4,0,-1
3391,45.2,7,1,20,4,0,0
3392,58.08,8,1,20,4,0,0
3393,400.0,9,1,20,4,0,0
3394,800.0,10,1,20,4,0,-1
3395,950.0,11,1,20,4,0,1
3396,350.0,12,1,20,4,0,-1
3397,520.01,13,1,20,4,0,-1
3398,950.0,14,1,20,4,0,-1
3399,950.0,15,1,20,4,0,-1
3400,950.0,16,1,20,4,0,-1
3401,250.08,17,1,20,4,0,0
3402,49.38,18,1,20,4,0,0
3403,44.82,19,1,20,4,0,0
3404,42.52,20,1,20,4,0,0
3405,40.18,21,1,20,4,0,0
3406,50.0,22,1,20,4,0,0
3407,48.51,23,1,20,4,0,0
3408,26.08,0,2,20,4,0,0
3409,22.02,1,2,20,4,0,0
3410,20.03,2,2,20,4,0,0
3411,18.39,3,2,20,4,0,0
3412,17.94,4,2,20,4,0,0
3413,17.94,5,2,20,4,0,0
3414,27.81,6,2,20,4,0,0
3415,54.0,7,2,20,4,0,0
3416,88.9,8,2,20,4,0,0
3417,99.0,9,2,20,4,0,0
3418,100.0,10,2,20,4,0,0
3419,143.5,11,2,20,4,0,0
3420,100.0,12,2,20,4,0,0
3421,99.0,13,2,20,4,0,0
3422,82.95,14,2,20,4,0,0
3423,72.01,15,2,20,4,0,0
3424,80.0,16,2,20,4,0,0
3425,99.5,17,2,20,4,0,0
3426,45.5,18,2,20,4,0,0
3427,41.07,19,2,20,4,0,0
3428,40.4,20,2,20,4,0,0
3429,40.69,21,2,20,4,0,0
3430,42.12,22,2,20,4,0,0
3431,40.88,23,2,20,4,0,0
3432,25.0,0,3,20,4,0,-1
3433,21.68,1,3,20,4,0,-1
3434,19.07,2,3,20,4,0,-1
3435,14.03,3,3,20,4,0,-1
3436,9.18,4,3,20,4,0,-1
3437,19.91,5,3,20,4,0,0
3438,25.99,6,3,20,4,0,0
3439,48.88,7,3,20,4,0,0
3440,95.83,8,3,20,4,0,0
3441,106.0,9,3,20,4,0,-1
3442,110.99,10,3,20,4,0,-1
3443,162.46,11,3,20,4,0,-1
3444,106.53,12,3,20,4,0,-1
3445,97.4,13,3,20,4,0,0
3446,95.9,14,3,20,4,0,0
3447,82.12,15,3,20,4,0,0
3448,68.1,16,3,20,4,0,0
3449,60.63,17,3,20,4,0,0
3450,51.06,18,3,20,4,0,0
3451,44.96,19,3,20,4,0,0
3452,38.97,20,3,20,4,0,0
3453,37.0,21,3,20,4,0,0
3454,34.9,22,3,20,4,0,0
3455,27.22,23,3,20,4,0,0
3456,23.09,0,4,20,4,0,-1
3457,21.03,1,4,20,4,0,-1
3458,20.01,2,4,20,4,0,-1
3459,13.08,3,4,20,4,0,-1
3460,9.16,4,4,20,4,0,-1
3461,19.08,5,4,20,4,0,-1
3462,22.09,6,4,20,4,0,0
3463,44.29,7,4,20,4,0,0
3464,68.39,8,4,20,4,0,0
3465,85.0,9,4,20,4,0,0
3466,115.0,10,4,20,4,0,-1
3467,145.0,11,4,20,4,0,-1
3468,101.21,12,4,20,4,0,-1
3469,85.0,13,4,20,4,0,0
3470,85.0,14,4,20,4,0,0
3471,58.99,15,4,20,4,0,0
3472,50.0,16,4,20,4,0,0
3473,47.3,17,4,20,4,0,0
3474,42.99,18,4,20,4,0,0
3475,39.0,19,4,20,4,0,0
3476,35.05,20,4,20,4,0,0
3477,33.95,21,4,20,4,0,0
3478,32.99,22,4,20,4,0,0
3479,27.35,23,4,20,4,0,0
3480,25.33,0,5,20,4,1,-1
3481,23.08,1,5,20,4,1,-1
3482,21.34,2,5,20,4,1,-1
3483,18.92,3,5,20,4,1,-1
3484,17.26,4,5,20,4,1,-1
3485,10.95,5,5,20,4,1,-1
3486,16.9,6,5,20,4,1,0
3487,19.96,7,5,20,4,1,0
3488,26.92,8,5,20,4,1,0
3489,31.04,9,5,20,4,1,0
3490,32.91,10,5,20,4,1,0
3491,36.97,11,5,20,4,1,0
3492,35.97,12,5,20,4,1,0
3493,32.92,13,5,20,4,1,0
3494,30.91,14,5,20,4,1,0
3495,28.01,15,5,20,4,1,0
3496,25.02,16,5,20,4,1,0
3497,25.1,17,5,20,4,1,0
3498,26.57,18,5,20,4,1,0
3499,24.9,19,5,20,4,1,0
3500,24.92,20,5,20,4,1,0
3501,25.95,21,5,20,4,1,0
3502,30.07,22,5,20,4,1,0
3503,27.42,23,5,20,4,1,0
3504,19.86,0,6,20,4,1,0
3505,16.73,1,6,20,4,1,0
3506,13.12,2,6,20,4,1,1
3507,9.59,3,6,20,4,1,1
3508,12.12,4,6,20,4,1,1
3509,11.0,5,6,20,4,1,1
3510,7.46,6,6,20,4,1,1
3511,12.13,7,6,20,4,1,0
3512,13.38,8,6,20,4,1,0
3513,17.19,9,6,20,4,1,0
3514,18.72,10,6,20,4,1,0
3515,19.94,11,6,20,4,1,0
3516,23.07,12,6,20,4,1,0
3517,19.62,13,6,20,4,1,0
3518,17.41,14,6,20,4,1,0
3519,15.47,15,6,20,4,1,0
3520,15.87,16,6,20,4,1,0
3521,18.51,17,6,20,4,1,0
3522,20.09,18,6,20,4,1,0
3523,20.62,19,6,20,4,1,0
3524,20.16,20,6,20,4,1,0
3525,21.73,21,6,20,4,1,0
3526,28.77,22,6,20,4,1,0
3527,22.7,23,6,20,4,1,0
3528,14.93,0,0,21,4,0,0
3529,11.02,1,0,21,4,0,1
3530,10.09,2,0,21,4,0,1
3531,9.17,3,0,21,4,0,1
3532,9.16,4,0,21,4,0,1
3533,8.19,5,0,21,4,0,1
3534,7.87,6,0,21,4,0,0
3535,11.99,7,0,21,4,0,0
3536,15.27,8,0,21,4,0,0
3537,23.42,9,0,21,4,0,0
3538,26.75,10,0,21,4,0,-1
3539,29.95,11,0,21,4,0,-1
3540,29.61,12,0,21,4,0,-1
3541,25.27,13,0,21,4,0,-1
3542,23.09,14,0,21,4,0,0
3543,21.68,15,0,21,4,0,0
3544,21.38,16,0,21,4,0,0
3545,22.1,17,0,21,4,0,0
3546,24.63,18,0,21,4,0,0
3547,25.0,19,0,21,4,0,-1
3548,24.1,20,0,21,4,0,-1
3549,25.09,21,0,21,4,0,-1
3550,28.01,22,0,21,4,0,-1
3551,22.02,23,0,21,4,0,0
3552,20.04,0,1,21,4,0,0
3553,18.03,1,1,21,4,0,0
3554,16.02,2,1,21,4,0,1
3555,10.05,3,1,21,4,0,1
3556,11.09,4,1,21,4,0,1
3557,17.01,5,1,21,4,0,1
3558,22.71,6,1,21,4,0,1
3559,37.03,7,1,21,4,0,0
3560,49.84,8,1,21,4,0,-1
3561,56.05,9,1,21,4,0,-1
3562,62.1,10,1,21,4,0,-1
3563,71.08,11,1,21,4,0,-1
3564,57.25,12,1,21,4,0,0
3565,58.1,13,1,21,4,0,0
3566,53.88,14,1,21,4,0,0
3567,50.13,15,1,21,4,0,0
3568,41.6,16,1,21,4,0,0
3569,37.08,17,1,21,4,0,0
3570,29.0,18,1,21,4,0,0
3571,25.0,19,1,21,4,0,0
3572,27.04,20,1,21,4,0,0
3573,25.09,21,1,21,4,0,0
3574,27.24,22,1,21,4,0,0
3575,24.03,23,1,21,4,0,0
3576,23.13,0,2,21,4,0,0
3577,19.4,1,2,21,4,0,0
3578,18.0,2,2,21,4,0,-1
3579,14.08,3,2,21,4,0,-1
3580,12.92,4,2,21,4,0,-1
3581,20.0,5,2,21,4,0,-1
3582,25.3,6,2,21,4,0,-1
3583,41.0,7,2,21,4,0,0
3584,49.0,8,2,21,4,0,0
3585,54.17,9,2,21,4,0,0
3586,57.26,10,2,21,4,0,-1
3587,65.75,11,2,21,4,0,-1
3588,63.07,12,2,21,4,0,-1
3589,57.07,13,2,21,4,0,0
3590,55.29,14,2,21,4,0,0
3591,48.95,15,2,21,4,0,0
3592,45.67,16,2,21,4,0,0
3593,42.4,17,2,21,4,0,0
3594,42.0,18,2,21,4,0,0
3595,38.06,19,2,21,4,0,0
3596,36.0,20,2,21,4,0,0
3597,33.24,21,2,21,4,0,0
3598,33.0,22,2,21,4,0,0
3599,27.06,23,2,21,4,0,0
3600,22.77,0,3,21,4,0,-1
3601,19.01,1,3,21,4,0,-1
3602,17.99,2,3,21,4,0,-1
3603,14.99,3,3,21,4,0,-1
3604,9.17,4,3,21,4,0,-1
3605,18.52,5,3,21,4,0,-1
3606,21.57,6,3,21,4,0,0
3607,37.99,7,3,21,4,0,0
3608,43.09,8,3,21,4,0,0
3609,55.85,9,3,21,4,0,0
3610,59.03,10,3,21,4,0,-1
3611,63.17,11,3,21,4,0,-1
3612,61.0,12,3,21,4,0,-1
3613,55.09,13,3,21,4,0,0
3614,53.08,14,3,21,4,0,0
3615,48.01,15,3,21,4,0,0
3616,43.01,16,3,21,4,0,0
3617,36.03,17,3,21,4,0,0
3618,36.04,18,3,21,4,0,0
3619,31.02,19,3,21,4,0,0
3620,30.91,20,3,21,4,0,0
3621,32.53,21,3,21,4,0,0
3622,33.02,22,3,21,4,0,0
3623,28.02,23,3,21,4,0,0
3624,23.86,0,4,21,5,0,-1
3625,20.87,1,4,21,5,0,-1
3626,19.01,2,4,21,5,0,-1
3627,16.3,3,4,21,5,0,-1
3628,15.95,4,4,21,5,0,-1
3629,20.0,5,4,21,5,0,-1
3630,25.1,6,4,21,5,0,0
3631,39.68,7,4,21,5,0,0
3632,47.0,8,4,21,5,0,0
3633,57.24,9,4,21,5,0,0
3634,54.16,10,4,21,5,0,-1
3635,57.17,11,4,21,5,0,-1
3636,50.61,12,4,21,5,0,-1
3637,46.36,13,4,21,5,0,0
3638,44.03,14,4,21,5,0,0
3639,40.09,15,4,21,5,0,0
3640,36.87,16,4,21,5,0,0
3641,36.0,17,4,21,5,0,0
3642,33.55,18,4,21,5,0,0
3643,30.35,19,4,21,5,0,0
3644,29.94,20,4,21,5,0,0
3645,28.87,21,4,21,5,0,0
3646,30.0,22,4,21,5,0,0
3647,25.08,23,4,21,5,0,0
3648,24.06,0,5,21,5,1,-1
3649,20.06,1,5,21,5,1,-1
3650,18.8,2,5,21,5,1,-1
3651,17.0,3,5,21,5,1,-1
3652,16.9,4,5,21,5,1,-1
3653,11.03,5,5,21,5,1,0
3654,16.93,6,5,21,5,1,0
3655,18.91,7,5,21,5,1,0
3656,23.5,8,5,21,5,1,0
3657,29.98,9,5,21,5,1,0
3658,30.95,10,5,21,5,1,0
3659,32.93,11,5,21,5,1,0
3660,35.0,12,5,21,5,1,0
3661,28.51,13,5,21,5,1,0
3662,25.09,14,5,21,5,1,0
3663,23.23,15,5,21,5,1,0
3664,22.71,16,5,21,5,1,0
3665,22.93,17,5,21,5,1,0
3666,22.8,18,5,21,5,1,0
3667,21.04,19,5,21,5,1,0
3668,21.05,20,5,21,5,1,0
3669,20.06,21,5,21,5,1,0
3670,26.0,22,5,21,5,1,0
3671,22.08,23,5,21,5,1,0
3672,12.09,0,6,21,5,1,0
3673,12.09,1,6,21,5,1,1
3674,11.92,2,6,21,5,1,1
3675,9.17,3,6,21,5,1,1
3676,8.4,4,6,21,5,1,1
3677,8.17,5,6,21,5,1,1
3678,6.01,6,6,21,5,1,0
3679,9.17,7,6,21,5,1,0
3680,10.95,8,6,21,5,1,0
3681,13.94,9,6,21,5,1,0
3682,15.0,10,6,21,5,1,0
3683,18.0,11,6,21,5,1,0
3684,19.41,12,6,21,5,1,0
3685,17.99,13,6,21,5,1,0
3686,14.97,14,6,21,5,1,0
3687,13.95,15,6,21,5,1,0
3688,15.9,16,6,21,5,1,0
3689,15.95,17,6,21,5,1,0
3690,17.98,18,6,21,5,1,0
3691,18.0,19,6,21,5,1,0
3692,18.0,20,6,21,5,1,0
3693,16.97,21,6,21,5,1,0
3694,19.61,22,6,21,5,1,0
3695,16.98,23,6,21,5,1,0
3696,10.08,0,0,22,5,0,0
3697,9.16,1,0,22,5,0,1
3698,9.16,2,0,22,5,0,1
3699,7.43,3,0,22,5,0,1
3700,8.08,4,0,22,5,0,1
3701,9.18,5,0,22,5,0,1
3702,10.04,6,0,22,5,0,0
3703,23.05,7,0,22,5,0,0
3704,32.06,8,0,22,5,0,-1
3705,46.86,9,0,22,5,0,-1
3706,53.19,10,0,22,5,0,-1
3707,63.18,11,0,22,5,0,-1
3708,57.18,12,0,22,5,0,-1
3709,57.08,13,0,22,5,0,0
3710,53.04,14,0,22,5,0,0
3711,46.36,15,0,22,5,0,0
3712,40.98,16,0,22,5,0,0
3713,40.92,17,0,22,5,0,0
3714,39.99,18,0,22,5,0,0
3715,28.97,19,0,22,5,0,0
3716,25.0,20,0,22,5,0,0
3717,21.07,21,0,22,5,0,0
3718,28.03,22,0,22,5,0,0
3719,22.01,23,0,22,5,0,0
3720,10.09,0,1,22,5,0,0
3721,10.04,1,1,22,5,0,0
3722,8.17,2,1,22,5,0,-1
3723,7.94,3,1,22,5,0,-1
3724,6.91,4,1,22,5,0,-1
3725,9.17,5,1,22,5,0,-1
3726,11.01,6,1,22,5,0,0
3727,25.02,7,1,22,5,0,0
3728,34.05,8,1,22,5,0,0
3729,39.59,9,1,22,5,0,0
3730,44.03,10,1,22,5,0,0
3731,46.67,11,1,22,5,0,0
3732,43.06,12,1,22,5,0,0
3733,41.04,13,1,22,5,0,0
3734,41.02,14,1,22,5,0,0
3735,38.06,15,1,22,5,0,0
3736,40.09,16,1,22,5,0,0
3737,29.0,17,1,22,5,0,0
3738,29.09,18,1,22,5,0,0
3739,26.08,19,1,22,5,0,0
3740,22.83,20,1,22,5,0,0
3741,20.05,21,1,22,5,0,0
3742,28.0,22,1,22,5,0,0
3743,21.32,23,1,22,5,0,0
3744,14.94,0,2,22,5,0,0
3745,11.09,1,2,22,5,0,0
3746,10.02,2,2,22,5,0,0
3747,9.17,3,2,22,5,0,0
3748,7.08,4,2,22,5,0,0
3749,11.91,5,2,22,5,0,0
3750,13.9,6,2,22,5,0,0
3751,48.66,7,2,22,5,0,0
3752,60.0,8,2,22,5,0,-1
3753,75.0,9,2,22,5,0,-1
3754,49.01,10,2,22,5,0,-1
3755,50.99,11,2,22,5,0,1
3756,50.04,12,2,22,5,0,1
3757,51.01,13,2,22,5,0,1
3758,95.0,14,2,22,5,0,1
3759,53.11,15,2,22,5,0,0
3760,73.0,16,2,22,5,0,0
3761,69.73,17,2,22,5,0,0
3762,42.15,18,2,22,5,0,0
3763,35.0,19,2,22,5,0,0
3764,34.16,20,2,22,5,0,0
3765,34.03,21,2,22,5,0,0
3766,35.5,22,2,22,5,0,0
3767,29.0,23,2,22,5,0,0
3768,19.71,0,3,22,5,0,0
3769,22.62,1,3,22,5,0,0
3770,20.19,2,3,22,5,0,0
3771,19.71,3,3,22,5,0,0
3772,19.0,4,3,22,5,0,0
3773,19.85,5,3,22,5,0,0
3774,21.99,6,3,22,5,0,0
3775,27.84,7,3,22,5,0,0
3776,31.8,8,3,22,5,0,0
3777,38.15,9,3,22,5,0,0
3778,40.73,10,3,22,5,0,0
3779,43.11,11,3,22,5,0,0
3780,41.34,12,3,22,5,0,0
3781,37.0,13,3,22,5,0,0
3782,33.6,14,3,22,5,0,0
3783,31.37,15,3,22,5,0,0
3784,32.08,16,3,22,5,0,0
3785,30.92,17,3,22,5,0,0
3786,32.97,18,3,22,5,0,0
3787,29.25,19,3,22,5,0,0
3788,29.5,20,3,22,5,0,0
3789,28.04,21,3,22,5,0,0
3790,27.87,22,3,22,5,0,0
3791,21.35,23,3,22,5,0,0
3792,16.04,0,4,22,5,0,0
3793,13.08,1,4,22,5,0,0
3794,11.09,2,4,22,5,0,1
3795,7.05,3,4,22,5,0,1
3796,7.42,4,4,22,5,0,1
3797,12.04,5,4,22,5,0,0
3798,14.08,6,4,22,5,0,0
3799,31.94,7,4,22,5,0,0
3800,39.06,8,4,22,5,0,-1
3801,46.36,9,4,22,5,0,-1
3802,44.09,10,4,22,5,0,-1
3803,46.35,11,4,22,5,0,-1
3804,46.04,12,4,22,5,0,0
3805,44.04,13,4,22,5,0,0
3806,43.04,14,4,22,5,0,0
3807,38.04,15,4,22,5,0,0
3808,33.09,16,4,22,5,0,0
3809,30.08,17,4,22,5,0,0
3810,29.5,18,4,22,5,0,0
3811,30.02,19,4,22,5,0,0
3812,27.0,20,4,22,5,0,0
3813,24.03,21,4,22,5,0,0
3814,27.08,22,4,22,5,0,0
3815,26.87,23,4,22,5,0,0
3816,20.06,0,5,22,5,1,0
3817,17.1,1,5,22,5,1,0
3818,16.0,2,5,22,5,1,0
3819,9.1,3,5,22,5,1,0
3820,9.09,4,5,22,5,1,0
3821,9.06,5,5,22,5,1,0
3822,10.01,6,5,22,5,1,0
3823,13.04,7,5,22,5,1,0
3824,21.0,8,5,22,5,1,0
3825,25.97,9,5,22,5,1,0
3826,29.5,10,5,22,5,1,0
3827,43.53,11,5,22,5,1,0
3828,39.35,12,5,22,5,1,0
3829,29.5,13,5,22,5,1,0
3830,28.09,14,5,22,5,1,0
3831,23.91,15,5,22,5,1,0
3832,23.0,16,5,22,5,1,0
3833,22.47,17,5,22,5,1,0
3834,23.0,18,5,22,5,1,0
3835,21.98,19,5,22,5,1,0
3836,19.95,20,5,22,5,1,0
3837,18.08,21,5,22,5,1,0
3838,27.0,22,5,22,5,1,0
3839,21.0,23,5,22,5,1,0
3840,11.1,0,6,22,5,1,0
3841,11.01,1,6,22,5,1,0
3842,9.1,2,6,22,5,1,1
3843,8.05,3,6,22,5,1,1
3844,8.07,4,6,22,5,1,1
3845,8.04,5,6,22,5,1,1
3846,0.07,6,6,22,5,1,0
3847,8.09,7,6,22,5,1,0
3848,10.0,8,6,22,5,1,0
3849,11.05,9,6,22,5,1,0
3850,13.03,10,6,22,5,1,0
3851,16.04,11,6,22,5,1,0
3852,19.04,12,6,22,5,1,0
3853,16.04,13,6,22,5,1,0
3854,14.07,14,6,22,5,1,0
3855,12.02,15,6,22,5,1,0
3856,11.05,16,6,22,5,1,0
3857,11.08,17,6,22,5,1,0
3858,13.03,18,6,22,5,1,0
3859,16.01,19,6,22,5,1,0
3860,15.07,20,6,22,5,1,0
3861,15.0,21,6,22,5,1,0
3862,19.04,22,6,22,5,1,0
3863,17.01,23,6,22,5,1,0
3864,8.91,0,0,23,5,0,0
3865,8.9,1,0,23,5,0,0
3866,8.18,2,0,23,5,0,0
3867,5.96,3,0,23,5,0,0
3868,7.06,4,0,23,5,0,0
3869,8.17,5,0,23,5,0,0
3870,10.97,6,0,23,5,0,0
3871,22.93,7,0,23,5,0,0
3872,32.99,8,0,23,5,0,-1
3873,44.95,9,0,23,5,0,-1
3874,46.67,10,0,23,5,0,-1
3875,49.91,11,0,23,5,0,-1
3876,52.01,12,0,23,5,0,-1
3877,48.14,13,0,23,5,0,0
3878,49.91,14,0,23,5,0,0
3879,49.99,15,0,23,5,0,0
3880,46.67,16,0,23,5,0,0
3881,44.97,17,0,23,5,0,0
3882,43.0,18,0,23,5,0,0
3883,32.92,19,0,23,5,0,0
3884,20.92,20,0,23,5,0,0
3885,19.99,21,0,23,5,0,0
3886,24.0,22,0,23,5,0,0
3887,20.98,23,0,23,5,0,0
3888,15.96,0,1,23,5,0,0
3889,13.96,1,1,23,5,0,0
3890,12.98,2,1,23,5,0,0
3891,12.91,3,1,23,5,0,0
3892,12.94,4,1,23,5,0,0
3893,11.0,5,1,23,5,0,0
3894,14.99,6,1,23,5,0,0
3895,32.93,7,1,23,5,0,0
3896,48.94,8,1,23,5,0,0
3897,54.96,9,1,23,5,0,-1
3898,56.92,10,1,23,5,0,-1
3899,61.01,11,1,23,5,0,-1
3900,64.6,12,1,23,5,0,-1
3901,55.11,13,1,23,5,0,0
3902,56.89,14,1,23,5,0,0
3903,51.01,15,1,23,5,0,0
3904,50.1,16,1,23,5,0,0
3905,45.0,17,1,23,5,0,0
3906,44.92,18,1,23,5,0,0
3907,37.96,19,1,23,5,0,0
3908,24.84,20,1,23,5,0,0
3909,30.92,21,1,23,5,0,0
3910,32.01,22,1,23,5,0,0
3911,23.49,23,1,23,5,0,0
3912,18.92,0,2,23,5,0,0
3913,14.95,1,2,23,5,0,-1
3914,11.08,2,2,23,5,0,-1
3915,9.17,3,2,23,5,0,-1
3916,8.17,4,2,23,5,0,-1
3917,11.91,5,2,23,5,0,-1
3918,14.97,6,2,23,5,0,0
3919,26.93,7,2,23,5,0,0
3920,46.66,8,2,23,5,0,0
3921,50.07,9,2,23,5,0,-1
3922,51.08,10,2,23,5,0,-1
3923,55.26,11,2,23,5,0,-1
3924,60.1,12,2,23,5,0,-1
3925,56.33,13,2,23,5,0,0
3926,55.0,14,2,23,5,0,0
3927,53.03,15,2,23,5,0,0
3928,52.04,16,2,23,5,0,0
3929,48.1,17,2,23,5,0,0
3930,46.95,18,2,23,5,0,0
3931,40.0,19,2,23,5,0,0
3932,27.93,20,2,23,5,0,0
3933,26.99,21,2,23,5,0,0
3934,31.97,22,2,23,5,0,0
3935,25.99,23,2,23,5,0,0
3936,15.96,0,3,23,5,0,0
3937,13.98,1,3,23,5,0,-1
3938,12.98,2,3,23,5,0,-1
3939,11.9,3,3,23,5,0,-1
3940,9.18,4,3,23,5,0,-1
3941,11.98,5,3,23,5,0,0
3942,16.97,6,3,23,5,0,0
3943,28.96,7,3,23,5,0,0
3944,38.97,8,3,23,5,0,0
3945,48.11,9,3,23,5,0,0
3946,51.11,10,3,23,5,0,-1
3947,55.92,11,3,23,5,0,-1
3948,57.26,12,3,23,5,0,-1
3949,55.9,13,3,23,5,0,-1
3950,52.98,14,3,23,5,0,0
3951,52.99,15,3,23,5,0,0
3952,54.0,16,3,23,5,0,0
3953,46.95,17,3,23,5,0,0
3954,46.91,18,3,23,5,0,0
3955,39.94,19,3,23,5,0,0
3956,25.0,20,3,23,5,0,0
3957,23.18,21,3,23,5,0,0
3958,29.0,22,3,23,5,0,0
3959,22.98,23,3,23,5,0,0
3960,17.02,0,4,23,5,0,0
3961,12.1,1,4,23,5,0,-1
3962,12.05,2,4,23,5,0,-1
3963,9.17,3,4,23,5,0,-1
3964,7.46,4,4,23,5,0,-1
3965,9.18,5,4,23,5,0,0
3966,15.98,6,4,23,5,0,0
3967,25.97,7,4,23,5,0,0
3968,29.95,8,4,23,5,0,0
3969,31.1,9,4,23,5,0,0
3970,35.01,10,4,23,5,0,0
3971,34.04,11,4,23,5,0,0
3972,57.08,12,4,23,5,0,0
3973,33.0,13,4,23,5,0,-1
3974,31.02,14,4,23,5,0,-1
3975,29.06,15,4,23,5,0,-1
3976,29.01,16,4,23,5,0,0
3977,26.05,17,4,23,5,0,0
3978,26.07,18,4,23,5,0,0
3979,25.07,19,4,23,5,0,0
3980,29.93,20,4,23,5,0,0
3981,28.66,21,4,23,5,0,0
3982,31.03,22,4,23,5,0,0
3983,25.42,23,4,23,5,0,0
3984,16.04,0,5,23,5,1,0
3985,15.06,1,5,23,5,1,0
3986,14.03,2,5,23,5,1,0
3987,11.05,3,5,23,5,1,1
3988,11.04,4,5,23,5,1,1
3989,9.18,5,5,23,5,1,1
3990,8.18,6,5,23,5,1,0
3991,12.0,7,5,23,5,1,0
3992,20.01,8,5,23,5,1,0
3993,25.94,9,5,23,5,1,0
3994,28.0,10,5,23,5,1,0
3995,29.0,11,5,23,5,1,0
3996,47.19,12,5,23,5,1,0
3997,24.98,13,5,23,5,1,0
3998,24.76,14,5,23,5,1,0
3999,21.98,15,5,23,5,1,0
4000,21.98,16,5,23,5,1,0
4001,21.99,17,5,23,5,1,0
4002,22.47,18,5,23,5,1,0
4003,20.61,19,5,23,5,1,0
4004,19.92,20,5,23,5,1,0
4005,17.95,21,5,23,5,1,0
4006,25.43,22,5,23,5,1,0
4007,19.08,23,5,23,5,1,0
4008,14.05,0,6,23,5,1,0
4009,13.04,1,6,23,5,1,0
4010,10.08,2,6,23,5,1,1
4011,8.09,3,6,23,5,1,1
4012,8.04,4,6,23,5,1,1
4013,7.44,5,6,23,5,1,1
4014,1.07,6,6,23,5,1,0
4015,8.05,7,6,23,5,1,0
4016,11.05,8,6,23,5,1,0
4017,15.03,9,6,23,5,1,0
4018,17.09,10,6,23,5,1,0
4019,18.1,11,6,23,5,1,0
